id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
11456,2022,Mumbai,24-04-2022,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,0,Lucknow Super Giants,20,0,Krunal Pandya,Wankhede Stadium,Vineet Kulkarni,Virender Sharma,C Shamshuddin
11457,2022,Pune,29-04-2022,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,20,0,Quinton de Kock,Maharashtra Cricket Stadium,Bruce Oxenford,Sundaram Ravi,C Shamshuddin
11458,2022,Pune,10-05-2022,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,field,normal,0,Rajasthan Royals,0,6,Trent Boult,Maharashtra Cricket Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11459,2022,Mumbai,15-05-2022,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Lucknow Super Giants,14,0,KL Rahul,Brabourne Stadium,J Madanagopal,VK Sharma,C Shamshuddin
11460,2022,Kolkata,18-05-2022,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Lucknow Super Giants,2,0,Quinton de Kock,Eden Gardens,Chris Gaffaney,Nitin Menon,C Shamshuddin
11461,2022,Kolkata,25-05-2022,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,normal,0,Royal Challengers Bengaluru,14,0,Rajat Patidar,Eden Gardens,S Ravi,Jay araman Madanagopal,C Shamshuddin
11462,2023,Lucknow,01-04-2023,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,0,Lucknow Super Giants,50,0,Kyle Mayers,Ekana Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11463,2023,Chennai,03-04-2023,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,12,0,Moeen Ali,M Chidambaram Stadium,Nitin Menon,CK Nandan,C Shamshuddin
11464,2023,Lucknow,07-04-2023,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Lucknow Super Giants,0,5,Krunal Pandya,Ekana Stadium,J Madanagopal,VK Sharma,C Shamshuddin
11465,2023,Bengaluru,10-04-2023,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Lucknow Super Giants,1,0,Nicholas Pooran,Chinnaswamy Stadium,Chris Gaffaney,Nitin Menon,C Shamshuddin
11466,2023,Lucknow,15-04-2023,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,0,Lucknow Super Giants,0,2,Sikandar Raza,Ekana Stadium,S Ravi,Jay araman Madanagopal,C Shamshuddin
11467,2023,Jaipur,19-04-2023,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Lucknow Super Giants,10,0,Avesh Khan,Sawai Mansingh Stadium,Nitin Menon,Yeswant Barde,C Shamshuddin
11468,2023,Lucknow,28-04-2023,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,normal,0,Punjab Kings,0,7,Liam Livingstone,Ekana Stadium,Vineet Kulkarni,Virender Sharma,C Shamshuddin
11469,2023,Lucknow,01-05-2023,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Lucknow Super Giants,18,0,KL Rahul,Ekana Stadium,Bruce Oxenford,Sundaram Ravi,C Shamshuddin
11470,2023,Hyderabad,13-05-2023,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Lucknow Super Giants,0,7,Prerak Mankad,Rajiv Gandhi Intl Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11471,2023,Lucknow,16-05-2023,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,normal,0,Lucknow Super Giants,5,0,Marcus Stoinis,Ekana Stadium,J Madanagopal,VK Sharma,C Shamshuddin
11472,2023,Kolkata,20-05-2023,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Lucknow Super Giants,1,0,Nicholas Pooran,Eden Gardens,Chris Gaffaney,Nitin Menon,C Shamshuddin
11473,2023,Chennai,24-05-2023,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,81,0,Akash Madhwal,M Chidambaram Stadium,S Ravi,Jay araman Madanagopal,C Shamshuddin
11474,2024,Lucknow,24-03-2024,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,20,0,Sanju Samson,Ekana Stadium,Nitin Menon,CK Nandan,C Shamshuddin
11475,2024,Bengaluru,02-04-2024,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,normal,0,Lucknow Super Giants,28,0,Mayank Yadav,Chinnaswamy Stadium,Anil Chaudhary,KN Ananthapadmanabhan,C Shamshuddin
11476,2024,Delhi,12-04-2024,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,Jake Fraser-McGurk,Feroz Shah Kotla,Chris Gaffaney,Nitin Menon,C Shamshuddin
11477,2024,Kolkata,14-04-2024,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,Phil Salt,Eden Gardens,S Ravi,Jay araman Madanagopal,C Shamshuddin
11478,2024,Lucknow,19-04-2024,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Lucknow Super Giants,0,8,KL Rahul,Ekana Stadium,Vineet Kulkarni,Virender Sharma,C Shamshuddin
